relative_path,line_number,hardcode_type,matched_text,suggested_parameter,risk_level,notes
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_remaining24_unique_inps.py,44,32track_name,"BASE_JOURNAL = os.path.join(FRAMEWORK_DIR, ""cae_models"", ""32track_full"", ""sanity_base"", ""sanity_base_v01.jnl"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_remaining24_unique_inps.py,45,32track_name,"MASKED_V01_ROOT = os.path.join(CAE_MODELS_DIR, ""32track_masked_v01"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_remaining24_unique_inps.py,46,32track_name,"PGJ_VALIDATION_ROOT = os.path.join(CAE_MODELS_DIR, ""32track_masked_v02_method_c_validation"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_remaining24_unique_inps.py,48,track_count,TRACK_COUNT = 32,track_count,high,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_remaining24_unique_inps.py,130,range32,"errors.append(""track id outside 0..31"")",track_count / range(track_count),high,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_remaining24_unique_inps.py,365,fixed_track_positions,region_by_track = {},track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_remaining24_unique_inps.py,368,fixed_track_positions,"region_by_track[track] = {""region_object"": region, ""found_at"": found_at, ""instance_name"": instance_name}",track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_remaining24_unique_inps.py,373,fixed_track_positions,"load_records = v02base.create_loads(model, region_by_track, case[""scan_order""])",track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,26,32track_name,import build_32track_masked_v01_caes_and_inputs as masked_v01,n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,45,32track_name,"OUTPUT_ROOT = os.path.join(CAE_MODELS_DIR, ""32track_masked_v02_method_c_validation"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,55,32track_name,"BASE_CAE = os.path.join(FRAMEWORK_DIR, ""cae_models"", ""32track_full"", ""sanity_base"", ""sanity_base_v01.cae"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,56,32track_name,"BASE_JOURNAL = os.path.join(FRAMEWORK_DIR, ""cae_models"", ""32track_full"", ""sanity_base"", ""sanity_base_v01.jnl"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,57,32track_name,"MASKED_V01_ROOT = os.path.join(CAE_MODELS_DIR, ""32track_masked_v01"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,59,track_count,TRACK_COUNT = 32,track_count,high,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,280,fixed_track_positions,"def create_loads(model, region_by_track, scan_order):",track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,287,fixed_track_positions,region_record = region_by_track[track],track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,514,fixed_track_positions,region_by_track = {},track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,517,fixed_track_positions,"region_by_track[track] = {""region_object"": region, ""found_at"": found_at, ""instance_name"": instance_name}",track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,522,fixed_track_positions,"load_records = create_loads(model, region_by_track, defn[""scan_order""])",track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,540,postprocess_32,"scan_report = os.path.join(OUTPUT_ROOT, ""scan_order_validation_report.md"")",postprocessing parameterized by N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,621,postprocess_32,"""scan_order_valid"": scan_ok,",postprocessing parameterized by N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,639,postprocess_32,"f.write(""\n"".join(table_lines(""Masked v02 Scan-Order Validation Report"", scan_rows, [""mask_id"", ""active_track_count"", ""scan_order_valid"", ""scan_order""])))",postprocessing parameterized by N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,666,postprocess_32,"""scan_order_validation_pass"": validation_pass,",postprocessing parameterized by N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_masked_v02_method_c_validation_caes_and_inputs.py,680,postprocess_32,"""scan_order_validation_report"": scan_report,",postprocessing parameterized by N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,6,32track_name,"32-track final-cooling CAEs from the canonical clean base, creates one job per",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,30,32track_name,"STRATEGY_ROOT = os.path.join(FRAMEWORK_DIR, ""cae_models"", ""32track_full"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,37,32track_name,"PREFERRED_MODEL_NAME = ""Model_2D_LDEL_32track""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,41,track_count,TRACK_COUNT = 32,track_count,high,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,327,fixed_track_positions,"def create_loads(model, region_records_by_track, scan_order):",track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,334,fixed_track_positions,region_record = region_records_by_track[track],track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,413,32track_name,"""output_cae"": os.path.join(folder, ""%s_32track_finalcool_v01.cae"" % strategy_name),",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,422,32track_name,"return ""Job_2D_32track_%s_finalcool_v01"" % strategy_name",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,425,fixed_track_positions,def make_track_rows(scan_order):,track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,442,fixed_track_positions,rows = make_track_rows(scan_order),track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,494,fixed_track_positions,for row in make_track_rows(scan_order):,track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,737,range32,"raise RuntimeError(""%s scan_order is not a permutation of 0..31."" % name)",track_count / range(track_count),high,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,754,fixed_track_positions,region_by_track = {},track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,756,fixed_track_positions,"region_by_track[record[""track_index""]] = record",track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\build_stage1_full10_2d_strategy_caes.py,762,fixed_track_positions,"load_records = create_loads(model, region_by_track, scan_order)",track_positions generated from N,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\clean_method_c_batch_keep_cae_inp_jnl_v01.py,33,32track_name,"/ ""32track_full""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_3_strategy_teacher_metrics.py,2,32track_name,"""""""Compare teacher metric candidates across three 32-track scan strategies.""""""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_3_strategy_teacher_metrics.py,15,32track_name,"ROOT = FRAMEWORK_DIR / ""cae_models"" / ""32track_full""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_3_strategy_teacher_metrics.py,19,32track_name,"(""raster_left_to_right"", ""Job_2D_32track_raster_left_to_right_finalcool_v01""),",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_3_strategy_teacher_metrics.py,20,32track_name,"(""center_out"", ""Job_2D_32track_center_out_finalcool_v01""),",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_3_strategy_teacher_metrics.py,21,32track_name,"(""edge_in"", ""Job_2D_32track_edge_in_finalcool_v01""),",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_v01_v02_teacher_metrics.py,19,32track_name,"SANITY_DIR = os.path.join(FRAMEWORK_DIR, ""cae_models"", ""32track_full"", ""sanity_base"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_v01_v02_teacher_metrics.py,21,32track_name,"V01_ODB = os.path.join(SANITY_DIR, ""Job_2D_32track_full_finalcool_v01.odb"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_v01_v02_teacher_metrics.py,22,32track_name,"V02_ODB = os.path.join(SANITY_DIR, ""Job_2D_32track_full_finalcool_v02.odb"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\compare_v01_v02_teacher_metrics.py,23,32track_name,"V02_INP = os.path.join(SANITY_DIR, ""Job_2D_32track_full_finalcool_v02.inp"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,2,32track_name,"""""""Complete the 2D 32-track LDED scan/cool Abaqus model.",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,5,32track_name,"sanity CAE, rebuilds a clean 32-track coupled temperature-displacement",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,26,32track_name,"FRAMEWORK_DIR, ""cae_models"", ""32track_full"", ""sanity_base""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,30,32track_name,"OUTPUT_CAE = os.path.join(SANITY_DIR, ""sanity_base_32track_finalcool_v01.cae"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,31,32track_name,"REPORT_PATH = os.path.join(SANITY_DIR, ""sanity_base_32track_finalcool_v01_report.md"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,33,32track_name,"SANITY_DIR, ""sanity_base_32track_finalcool_v01_manifest.json""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,36,32track_name,"MODEL_NAME = ""Model_2D_LDEL_32track""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,39,32track_name,"JOB_NAME = ""Job_2D_32track_full_finalcool_v01""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,41,track_count,TRACK_COUNT = 32,track_count,high,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\complete_2d_32track_scan_steps_with_final_cooling.py,314,32track_name,"lines.append(""# 2D 32-track scan/cool completion report"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_final_field_metrics.py,2,32track_name,"""""""Extract quantitative final-field metrics from the 2D 32-track ODB.",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_final_field_metrics.py,28,32track_name,"FRAMEWORK_DIR, ""cae_models"", ""32track_full"", ""sanity_base""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_final_field_metrics.py,30,32track_name,"ODB_PATH = os.path.join(SANITY_DIR, ""Job_2D_32track_full_finalcool_v01.odb"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_final_field_metrics.py,31,32track_name,"JOB_BASENAME = ""Job_2D_32track_full_finalcool_v01""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_time_history_teacher_metrics.py,2,32track_name,"""""""Extract time-history teacher-score candidates from the 2D 32-track ODB.",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_time_history_teacher_metrics.py,27,32track_name,"FRAMEWORK_DIR, ""cae_models"", ""32track_full"", ""sanity_base""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_time_history_teacher_metrics.py,29,32track_name,"ODB_PATH = os.path.join(SANITY_DIR, ""Job_2D_32track_full_finalcool_v01.odb"")",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_time_history_teacher_metrics.py,30,32track_name,"JOB_BASENAME = ""Job_2D_32track_full_finalcool_v01""",n-aware naming token,medium,Refactor before true N=16/24/40 model generation.
LDED_2D_CAE_Framework\abaqus_scripts\extract_2d_time_history_teacher_metrics.py,37,track_count,TRACK_COUNT = 32,track_count,high,Refactor before true N=16/24/40 model generation.
